12,14,15,17,29,32|01
02,07,11,14,23,30|01
01,07,08,17,26,29|01
10,11,19,22,28,29|01
08,12,13,16,24,31|01
03,18,22,24,25,29|01
05,08,10,22,29,31|01
02,03,04,16,31,32|01
06,11,16,21,23,25|01
01,03,07,25,27,31|01
08,09,17,20,30,32|01
02,03,05,09,14,31|01
15,19,27,29,30,31|01
03,04,09,10,19,31|01
03,04,06,14,21,29|01
02,05,06,09,11,15|01
02,03,07,25,26,32|01
08,17,22,24,29,30|01
03,09,17,18,24,26|01
01,12,15,24,30,32|01
04,05,21,24,27,32|01
07,13,19,21,24,30|01
01,05,16,17,25,27|01
02,11,13,22,25,32|01
06,08,10,11,23,30|01
05,09,13,20,22,23|01
03,05,06,20,27,31|01
02,06,08,12,20,25|01
01,07,09,13,17,30|01
01,08,14,20,26,29|01
02,08,11,19,27,28|01
01,16,20,24,25,29|01
03,04,05,13,27,32|01
02,07,12,20,22,29|01
03,04,07,18,26,30|01
01,06,13,14,24,31|01
01,16,19,25,26,32|01
04,12,14,18,27,30|01
02,08,15,22,25,28|01
06,12,19,23,25,30|01
03,04,07,22,27,30|01
11,13,14,19,21,31|01
07,08,13,22,25,27|01
02,03,10,13,26,32|01
08,10,24,29,30,32|01
03,09,22,27,28,29|01
02,06,15,20,28,29|01
12,15,17,19,25,26|01
09,10,18,20,26,28|01
08,14,15,17,21,28|01
12,18,20,22,30,32|02
04,06,07,09,11,28|02
06,09,10,24,27,29|02
05,08,10,15,17,32|02
03,15,16,18,20,21|02
08,11,14,19,29,30|02
07,09,13,16,20,27|02
01,07,13,18,23,32|02
11,12,13,18,23,29|02
03,10,17,19,21,26|02
02,17,22,27,29,30|02
01,03,14,17,25,31|02
06,11,13,20,30,32|02
02,09,12,21,24,28|02
13,17,20,26,27,32|02
10,16,24,26,29,31|02
07,12,24,26,28,32|02
18,19,21,23,24,27|02
13,23,26,28,29,30|02
17,18,23,26,29,32|02
01,02,09,13,17,32|02
14,15,20,21,28,30|02
03,14,16,17,25,27|02
15,20,23,26,27,29|02
08,09,14,16,29,30|02
02,03,06,19,26,31|02
01,03,04,07,17,23|02
07,09,16,25,30,32|02
03,06,12,23,26,30|02
12,13,17,19,22,30|02
01,19,23,24,31,32|02
12,19,22,24,26,29|02
02,13,19,20,22,32|02
01,02,07,09,12,20|02
02,05,16,22,25,31|02
07,08,18,23,25,30|02
08,10,11,15,16,32|02
01,12,25,28,30,32|02
03,10,12,24,31,32|02
03,08,21,29,31,32|02
12,13,21,26,29,32|02
05,06,09,14,19,22|02
01,07,11,27,31,32|02
05,13,17,18,26,29|02
09,10,11,12,16,17|02
01,04,18,21,28,30|02
04,08,11,12,20,29|02
01,03,18,24,27,32|02
04,07,11,16,19,21|02
03,05,10,13,23,26|02
03,06,11,25,30,31|03
06,09,14,16,22,28|03
09,12,15,16,17,31|03
08,10,14,23,25,30|03
06,10,14,15,23,30|03
04,15,23,28,29,31|03
05,06,08,20,27,30|03
08,12,17,19,28,31|03
08,09,11,17,28,29|03
05,08,18,22,29,31|03
04,09,14,16,18,26|03
06,11,15,18,19,20|03
02,10,16,19,24,29|03
02,05,24,28,30,31|03
10,13,14,19,26,32|03
03,10,20,27,28,31|03
11,14,15,25,26,29|03
13,20,21,24,30,31|03
05,06,10,12,13,17|03
06,12,14,24,27,32|03
04,06,08,11,12,32|03
02,04,05,11,21,32|03
02,13,15,19,21,24|03
05,14,20,26,27,30|03
08,10,16,18,19,22|03
07,14,18,20,21,25|03
02,17,20,23,24,30|03
04,06,08,12,23,25|03
06,11,19,23,30,31|03
06,08,22,23,25,32|03
04,07,14,17,18,32|03
06,10,18,22,30,32|03
18,19,20,22,26,32|03
06,07,15,17,18,22|03
02,08,13,25,26,28|03
03,08,20,23,24,31|03
05,06,09,20,30,32|03
03,07,12,14,19,29|03
01,02,10,19,22,23|03
01,04,11,12,24,29|03
01,18,19,29,30,31|03
03,07,08,09,12,18|03
02,05,06,19,24,27|03
02,12,13,19,22,30|03
08,13,19,28,29,30|03
01,06,07,08,12,21|03
04,07,11,15,26,28|03
05,06,07,08,23,31|03
03,07,08,18,24,26|03
02,04,11,16,17,32|03
07,08,23,27,28,31|04
07,15,20,27,29,30|04
04,06,20,24,25,27|04
15,16,18,21,22,31|04
03,12,13,14,24,25|04
02,05,08,13,19,22|04
06,08,21,27,29,32|04
10,11,12,14,16,32|04
06,10,20,24,26,28|04
07,12,16,17,25,26|04
12,15,17,18,22,25|04
14,20,23,24,25,27|04
04,05,14,16,31,32|04
01,04,06,11,27,28|04
02,05,06,13,16,21|04
01,14,16,18,21,22|04
01,03,08,14,22,29|04
04,09,17,23,25,27|04
04,13,17,23,24,29|04
13,18,21,25,28,31|04
10,12,15,16,23,31|04
08,09,14,22,29,31|04
07,13,15,18,26,30|04
04,09,12,24,25,29|04
05,12,15,22,24,25|04
02,03,05,07,24,27|04
01,09,18,28,29,32|04
11,14,15,21,27,31|04
04,07,10,13,15,32|04
01,04,07,18,19,27|04
02,12,23,24,26,30|04
11,12,13,14,25,26|04
01,10,14,16,26,28|04
05,08,11,12,20,30|04
09,11,24,25,31,32|04
02,03,04,09,30,32|04
01,04,07,13,24,31|04
05,08,10,17,18,25|04
11,13,14,22,24,25|04
05,12,16,20,22,27|04
08,15,16,17,19,31|04
07,08,10,24,25,29|04
01,06,07,17,24,28|04
14,16,18,24,27,29|04
04,09,11,13,18,20|04
05,17,18,19,20,24|04
01,03,10,14,19,32|04
01,03,08,14,16,26|04
03,04,06,10,17,20|04
05,19,20,29,30,31|04
02,05,07,20,25,32|05
05,09,14,24,28,29|05
03,11,12,18,26,30|05
03,04,08,15,16,23|05
01,05,09,12,13,32|05
06,09,10,26,29,31|05
03,08,09,12,14,30|05
02,14,20,22,26,27|05
