04,12,15,26,27,29|02
03,04,06,09,18,19|02
03,12,21,23,24,30|02
05,07,20,23,24,29|02
03,07,09,10,12,20|02
03,10,13,25,28,30|02
09,10,19,22,25,29|02
03,04,07,11,19,24|02
04,07,09,12,13,21|02
03,11,12,21,24,27|02
06,09,12,19,20,26|02
04,08,14,19,22,26|02
03,15,18,21,24,31|02
03,09,14,18,22,26|02
07,09,10,20,23,30|02
06,08,11,13,30,31|02
04,09,11,13,19,23|02
05,11,23,24,29,31|02
03,07,13,27,30,31|02
09,13,24,26,28,31|02
04,11,12,13,18,19|02
04,09,11,19,26,31|02
07,09,10,13,19,21|02
05,09,10,12,23,30|02
03,08,12,14,15,31|02
03,12,20,21,30,31|02
06,19,20,22,23,25|02
03,09,13,15,25,27|02
07,09,11,19,24,30|02
04,05,10,15,21,26|02
06,10,14,21,25,30|02
06,10,13,22,26,30|02
04,10,12,21,24,31|02
05,06,07,10,13,30|02
03,06,12,21,25,29|02
04,12,19,23,27,29|02
07,21,23,26,27,30|02
03,04,07,21,22,26|02
06,09,21,23,28,30|02
03,05,12,15,19,28|02
06,07,09,12,15,29|02
03,04,07,10,24,27|02
06,07,12,19,21,29|02
03,08,14,24,25,31|02
05,22,23,24,26,30|02
07,18,21,25,27,28|02
03,12,13,15,18,26|02
07,10,13,20,21,24|02
03,04,05,11,19,23|02
11,12,19,22,23,29|02
12,14,15,22,24,30|03
03,04,06,10,12,19|03
03,05,06,07,11,26|03
04,12,20,22,27,31|03
13,21,22,23,26,31|03
07,18,19,20,23,28|03
04,07,13,19,23,28|03
05,12,14,20,24,26|03
05,13,14,21,24,28|03
07,11,15,25,26,30|03
03,10,14,18,23,24|03
03,10,15,18,25,26|03
05,07,09,18,21,31|03
03,06,11,15,18,30|03
04,22,23,24,25,28|03
04,12,13,22,23,31|03
08,10,15,21,22,30|03
03,10,11,22,24,28|03
04,05,12,13,21,22|03
12,14,18,20,23,28|03
09,13,20,24,28,31|03
04,20,21,22,24,27|03
09,13,19,24,28,29|03
06,08,13,22,25,30|03
05,08,11,13,24,27|03
11,18,20,26,28,29|03
04,05,15,19,25,28|03
03,06,15,23,27,31|03
03,05,08,11,14,27|03
04,08,09,11,13,28|03
04,12,14,18,20,21|03
08,18,19,24,26,31|03
15,19,23,24,28,30|03
03,06,20,22,24,30|03
11,13,14,21,26,27|03
05,10,11,13,22,26|03
04,11,20,21,27,29|03
05,09,12,20,22,28|03
05,09,19,20,28,29|03
05,06,11,14,26,30|03
08,09,11,12,22,25|03
03,08,14,22,27,28|03
03,09,11,15,26,31|03
05,07,13,18,24,28|03
08,10,11,14,20,26|03
07,11,15,19,25,26|03
03,12,24,25,27,31|03
07,08,11,26,27,28|03
05,06,12,18,25,27|03
07,10,12,24,25,30|03
04,14,24,27,29,30|04
04,13,21,23,24,28|04
04,05,11,14,24,25|04
06,10,15,19,27,31|04
04,07,10,14,29,30|04
03,11,15,22,23,29|04
05,09,15,20,21,31|04
10,12,14,21,24,30|04
03,04,22,24,26,29|04
10,15,18,20,26,28|04
06,07,22,23,25,28|04
05,12,14,24,28,31|04
10,13,20,24,25,28|04
14,18,24,27,29,30|04
07,10,19,23,27,30|04
04,12,15,22,23,26|04
12,19,24,27,30,31|04
04,05,06,14,29,30|04
05,11,21,25,30,31|04
03,09,18,22,23,28|04
03,09,13,19,30,31|04
10,12,13,18,20,30|04
06,13,24,25,28,29|04
03,05,06,21,22,30|04
06,11,21,22,25,30|04
03,06,08,10,12,19|04
11,13,19,22,23,31|04
05,09,14,20,24,28|04
10,11,14,15,28,30|04
05,08,10,15,18,21|04
08,12,19,24,27,31|04
05,06,10,20,21,28|04
15,20,21,27,28,31|04
03,09,15,26,27,31|04
06,09,15,22,23,25|04
05,09,11,20,22,26|04
13,15,19,20,22,25|04
04,09,12,14,25,28|04
11,13,15,25,26,27|04
07,08,10,12,15,18|04
04,05,10,22,29,31|04
03,05,08,14,20,22|04
11,22,24,25,26,31|04
03,05,15,19,27,28|04
03,08,13,18,24,25|04
10,14,20,23,25,29|04
04,09,13,18,25,31|04
08,09,10,11,23,31|04
09,23,26,28,30,31|04
19,21,22,26,28,30|04
18,21,23,28,30,31|05
03,08,11,25,27,30|05
18,19,21,24,28,31|05
03,06,13,14,24,31|05
04,05,10,12,15,21|05
04,07,11,20,27,31|05
03,07,13,21,22,30|05
04,05,09,25,30,31|05
09,21,22,26,28,29|05
14,22,24,25,26,28|05
07,13,15,18,22,28|05
05,07,22,28,29,30|05
03,04,05,08,12,29|05
04,05,09,10,15,21|05
04,08,11,12,18,24|05
05,07,23,29,30,31|05
12,19,20,21,28,29|05
11,12,15,25,27,29|05
04,10,11,19,23,27|05
07,08,11,23,24,25|05
05,08,09,13,20,23|05
03,07,08,15,26,28|05
03,12,19,21,29,30|05
05,06,11,13,22,26|05
03,07,10,11,12,31|05
04,08,10,11,14,27|05
13,19,23,27,29,31|05
03,04,10,14,19,29|05
06,20,25,26,29,30|05
11,12,22,24,25,26|05
10,14,15,19,22,24|05
03,07,08,26,30,31|05
03,04,10,13,22,26|05
03,06,13,25,27,29|05
11,19,21,25,28,30|05
04,07,09,20,23,29|05
04,08,14,18,22,25|05
04,12,19,22,27,31|05
06,15,20,21,22,31|05
03,06,20,24,27,30|05
05,06,13,22,28,31|05
07,12,14,18,19,24|05
03,09,13,20,21,22|05
03,06,10,13,23,30|05
06,09,13,14,23,27|05
06,08,09,19,26,30|05
03,08,14,19,20,31|05
08,11,13,15,18,22|05
05,08,11,24,26,30|05
04,09,13,22,23,25|05
04,05,07,13,24,28|06
05,09,14,20,26,30|06
03,07,15,22,23,29|06
04,10,11,13,15,26|06
11,15,19,22,28,31|06
