01,05,06,17,26,30|13
05,10,24,25,28,31|12
01,06,14,16,23,25|07
02,03,17,18,25,31|09
01,04,09,11,13,24|15
03,13,19,23,27,28|09
07,09,20,27,29,31|15
01,06,10,14,17,31|02
06,07,14,20,21,25|09
06,20,21,25,28,29|15
04,06,15,16,23,25|10
02,07,08,15,23,30|13
06,11,13,19,20,28|15
02,08,12,15,16,21|08
03,13,21,22,28,32|12
10,14,19,20,23,32|15
07,12,13,15,23,24|06
02,06,10,16,22,28|08
01,02,03,09,11,14|06
02,03,05,12,27,31|10
01,08,10,23,24,27|13
02,06,13,16,20,25|02
04,05,20,27,29,30|02
03,09,11,17,27,30|10
08,09,13,17,22,24|10
06,13,15,19,20,26|15
06,09,18,21,24,31|05
17,21,24,25,27,31|15
05,11,15,18,26,27|15
04,22,23,26,27,31|08
01,10,12,15,18,22|14
11,14,18,24,25,31|12
03,05,12,17,27,31|05
05,14,15,19,23,30|05
02,08,10,21,25,30|05
04,14,15,18,27,31|09
06,07,08,19,23,28|05
04,09,10,18,25,27|03
13,18,19,26,27,32|05
02,08,10,16,17,32|14
08,10,13,16,23,31|07
11,16,21,23,24,31|01
10,13,21,24,28,32|15
11,18,21,23,24,32|11
08,12,14,18,19,27|07
07,11,13,16,20,28|10
01,07,15,16,25,32|05
03,13,14,25,26,32|04
05,11,13,14,24,32|02
03,13,15,17,19,30|04
01,04,17,18,22,23|12
02,03,16,19,29,31|15
02,03,04,18,22,24|10
01,07,11,24,26,29|11
02,10,11,14,15,28|08
03,04,07,15,23,27|09
06,11,13,17,30,31|06
11,12,20,23,26,32|08
02,04,05,07,17,26|01
03,11,19,20,22,29|10
04,07,23,27,29,31|12
12,14,15,22,30,31|15
10,11,12,13,23,25|12
07,09,17,19,28,30|07
04,05,11,26,27,29|06
03,04,08,13,14,22|09
07,10,11,13,21,32|05
02,03,05,07,21,26|02
04,06,08,16,23,28|10
07,09,13,27,30,31|15
05,11,13,16,20,25|14
01,05,08,09,18,27|11
08,09,10,11,23,32|08
08,14,17,25,31,32|13
01,04,12,14,30,32|11
01,07,11,16,21,28|04
04,05,07,14,16,30|10
02,05,07,15,21,24|03
04,05,08,11,12,26|11
02,08,12,21,22,32|12
01,02,07,12,18,29|03
01,11,17,28,29,30|15
04,07,09,17,28,29|14
06,15,23,26,28,30|11
06,09,15,19,23,31|03
10,11,15,24,29,30|13
04,12,15,17,22,24|13
10,11,14,22,25,32|03
01,07,14,18,21,30|11
06,15,19,20,23,25|06
09,13,15,19,24,28|05
02,05,08,18,25,27|04
05,16,17,21,27,28|03
02,08,12,13,30,31|04
10,12,13,22,24,27|04
12,13,14,23,28,31|10
04,09,14,20,27,31|01
06,07,12,16,22,30|11
06,13,14,16,17,29|05
10,14,25,26,31,32|13
